,tweetcreatedts,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,userID
602,4/26/2021 9:26,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 5:26 AM

Alewife: 2249 free spaces (4% full)
Beverly: 333 (17%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 557 (17%)
Wonderland: 1007 (29%)
Woodland: 535 (0%)",#Parking,9.99E+17
603,4/26/2021 9:18,motisireland,"Europe's leading supplier of Freight Ferries, Motorway Tolls, Alpine Tunnels, VAT Reclamation & other Transport Industry services. Follow for updates/delays!",,1565,1198,12007,0,"24/7, our network covers over 500 #Freight #Ferry Routes, Motorway #Tolls throughout Western Europe, #Alpine #Tunnels, Rolling Highways, #Truck #Parking and much more. In fact you could say we are the European #Transport Industries one-stop shop. https://t.co/82lKxM8U5Y #Motis https://t.co/vpaJ3AwCZy",#Freight #Ferry #Tolls #Alpine #Tunnels #Truck #Parking #Transport #Motis,186181352
604,4/26/2021 9:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal  #affiliatemarketing #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #affiliatemarketing #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
605,4/26/2021 8:49,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 4:49 AM

Alewife: 2268 free spaces (3% full)
Beverly: 331 (17%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 560 (17%)
Wonderland: 1018 (29%)
Woodland: 535 (0%)",#Parking,9.99E+17
606,4/26/2021 8:46,WandGTC,"Wolverton & Greenleys Town Council is in Milton Keynes. It includes Wolverton, Old Wolverton, Wolverton Mill, Hodge Lea, Stacey Bushes, Greenleys & Stonebridge.","Milton Keynes, England",378,596,4883,0,"Please can residents close to the Water Tower refrain from parking in front of it, thank you. #WGTC #WaterTower #parking https://t.co/NFEIITTDiH",#WGTC #WaterTower #parking,7.82E+17
607,4/26/2021 8:33,nexashivamauto,"Authorized NEXA Maruti Suzuki Dealership ðŸš—
ðŸ“Mumbai, Thane & Palghar 
NEXA Car: Buy, Sell, Exchange, Service, Loan, Insurance, Accessories, Driving School.","Mumbai, India",3,717,1806,0,"Now don't miss out rear #Blindspot while you are reversing or #parking your #car with the Rear View #Camera and Reverse Parking Assist!ðŸ˜Ž 
Available in all* #NEXA cars. 
*Specific Variants

Click: https://t.co/MBXfYGBIEh
Call @ 86002 88888

#ShivamAutozone #NEXATechnology #Mumbai https://t.co/lsOQyNgMUO",#Blindspot #parking #car #Camera #NEXA #ShivamAutozone #NEXATechnology #Mumbai,8.48E+17
608,4/26/2021 8:14,team_9techies,A tech startup making contactless solutions to keep people safe and make their experience better!,,39,7,59,0,"Wondering how u can save money on valet parking? Well, we have the perfect solution for u #smartvaletparking.
Visit ðŸ‘‰ https://t.co/MmpJDEx05g

#valetmadebetter &amp; #follow us for more info #smartvalet for #shoppingmall #parking #hospital #valetsoftware #SmartParking #valetparking https://t.co/1woVBrapn5",#smartvaletparking #valetmadebetter #follow #smartvalet #shoppingmall #parking #hospital #valetsoftware #SmartParking #valetparking,1.26E+18
609,4/26/2021 8:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin  #affiliatemarketing #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #affiliatemarketing #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
610,4/26/2021 7:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest  #affiliatemarketing #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #affiliatemarketing #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
611,4/26/2021 7:01,WindrushCar,Secure car storage - at its absolute best. London & The Cotswolds. #PassionDriven & ISO 9001 certified.,London W12 & The Cotswolds ,257,937,1941,0,"#ferrari #testarossa #london #secure #storage #parking #garaging @ London, United Kingdom https://t.co/dotvbdKmKX",#ferrari #testarossa #london #secure #storage #parking #garaging,106775893
612,4/26/2021 6:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia  #affiliatemarketing #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #affiliatemarketing #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
613,4/26/2021 5:45,my_magnets,A serial veteran entrepreneur! EX-RAF (1963 â€“ 1999) | Awarded the MBE in 1991 | SSAFA Volunteer Division Secretary | Created Forces Car Hire in 2007,,567,570,10658,1,"Forces Car Hire - One Stop for all your Travel
SAVE up to 10% when you Pre-Book #AirportParking
ðŸ–±ï¸ https://t.co/mkJZyZ6pS0
âž•#CarHire âž•#Flights âž•#Hotels
Supporting @SSAFA &amp; @Blesma
#travel #airport #parking #airportdepartures #carrental #hotelfinder #flightfinder https://t.co/5tfEnMPEjM",#AirportParking,2252062772
614,4/26/2021 5:41,tweet2ankur,"Co-Founder & CEO atÂ @getmeroof. Serial entrepreneur. Ex-@olacabs, @housing, @bigbhkcom, @oracle. BITS Pilani grad.",Bangalore,140,285,910,1,"How often do you fight with your neighbour for parking?

https://t.co/9pXik1z5Gy

...
#parking #property #realestate #flats #apartments #villas #house #investment #car #bike",#parking #property #realestate #flats,122976172
615,4/26/2021 5:33,getmeroof,"Trusted property reviews & ratings platform. Powered by members-only community having a corporate identity (TCS, Flipkart & 90+ companies represented).",,121,236,894,1,"How often do you fight with your neighbour for parking?

https://t.co/9pXik1z5Gy

...
#parking #property #realestate #flats #apartments #villas #house #investment #car #bike",#parking #property #realestate #flats #apartments #villas #house #investment #car #bike,9.00E+17
616,4/26/2021 5:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #bitcoin  #affiliatemarketing #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #affiliatemarketing #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
617,4/26/2021 4:56,naashonomics,"life is a series of now moments, code for a living, invest in #crypto #stocks , Center right on #economy liberal in values",San Jose,4928,3908,113827,0,"as world goes #contactless will #government go for #app based #parking ?

Park +: Discover and book parking with this app  https://t.co/wsG8a2RkzR",#contactless #government #app #parking,881604271
618,4/26/2021 4:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram  #affiliatemarketing #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #affiliatemarketing #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
619,4/26/2021 3:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook  #affiliatemarketing #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #affiliatemarketing #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
620,4/26/2021 2:45,CorruptConcrete,"Congress mukt bharat-NaMoisPM | Travel,|Video games |Playstation |Street Food |Vegetarian |swimming| beer |sports |kids |movies |RTs Do Not Imply Endorsement",Bombay south,617,533,29402,0,@mybmcWardA @mybmc so now since BMC A ward is back to reply can they remove food trucks illegally parked at cawasji patel street corner ?#hawker #illegal #parking @MumbaiPolice @mtptraffic,#hawker #illegal #parking,142529304
621,4/26/2021 2:36,Mega_Amihan,"Pa pampam at #MegArte ng BayanðŸ‡µðŸ‡­ ðŸ‡¶ðŸ‡¦ ðŸ‡ªðŸ‡¸ God, Family,Life,Love,Endorsements Interests,Adventure,Food ðŸ’™ DM/Email for Collabs ðŸ¦‹ ðŸ’ª Instagram: @Mega_byheart","Makati City, National Capital Region",1653,642,15232,0,"Empty space is beautiful ðŸŒ³

#parking #greenpark #boundaries #space #spacehome #coppermask #mask #greenscreen #grenenvironment #greenland @ Philippines https://t.co/K2keVK5Da6",#parking #greenpark #boundaries #space #spacehome #coppermask #mask #greenscreen #grenenvironment #greenland,1946536578
622,4/26/2021 2:07,kettlemoraine,"I study and discuss urban planning, placemaking, sustainability, transit, cycling, and local food issues worldwide; I focus on innovation occurring in cities.","Portland, OR",1046,1961,11238,0,"@fouadurbanist @abdmuaythir @denverpost @DenverChannel @BrentToderian @jeffspeckaicp @StreetsblogDen @CBSDenver @mfragedakis @ETH_en @DenCityCouncil So true! Iâ€™ve been to every inch of that corridor. Speer Blvd is such an awful moat blocking downtown from Auraria, and a crazy percentage of the Auraria campus remains as car #parking.",#parking,22168273
623,4/26/2021 2:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter  #affiliatemarketing #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #affiliatemarketing #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
624,4/26/2021 1:59,otonomo_,"Paving the way for new apps and services that benefit drivers, passengers, service providers, and the transportation ecosystem.ðŸš— #connectedcar #vehicledata",,508,1694,3443,1,"How can #automotive #connectivity save #drivers time when looking for a #parkingspot? Read on to see how #vehicledata from #connected cars guide drivers to the nearest open #parking spots + more: 
https://t.co/IaGZhSnOIf",#automotive #connectivity #drivers #parkingspot #vehicledata #connected #parking,8.50E+17
625,4/26/2021 1:49,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 9:49 PM

Alewife: 2265 free spaces (3% full)
Beverly: 331 (17%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 558 (17%)
Wonderland: 1020 (28%)
Woodland: 535 (0%)",#Parking,9.99E+17
626,4/26/2021 1:32,SPPlusCareers,"SP+ (SP Plus) is a diverse provider of professional parking, ground transportation, facility maintenance, security, & event logistics services.  #Hiring #jobs",,126,809,1720,0,"Find your spot in #parking! We currently have Parking Operations openings in Oxon Hill, MD. #CareerGrowth https://t.co/r9qoHvy2d2",#parking #CareerGrowth,9.28E+17
627,4/26/2021 1:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin  #affiliatemarketing #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #affiliatemarketing #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
628,4/26/2021 1:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 9:00 PM

Alewife: 2262 free spaces (3% full)
Beverly: 331 (17%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 558 (17%)
Wonderland: 1016 (29%)
Woodland: 535 (0%)",#Parking,9.99E+17
629,4/26/2021 0:54,SPPlusCareers,"SP+ (SP Plus) is a diverse provider of professional parking, ground transportation, facility maintenance, security, & event logistics services.  #Hiring #jobs",,126,809,1720,0,Find your spot in #parking! We currently have Parking Operations openings in NY. #CareerGrowth https://t.co/EuSrAsMH12,#parking #CareerGrowth,9.28E+17
630,4/26/2021 0:50,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 8:50 PM

Alewife: 2263 free spaces (3% full)
Beverly: 330 (18%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 558 (17%)
Wonderland: 1016 (29%)
Woodland: 535 (0%)",#Parking,9.99E+17
631,4/26/2021 0:42,Sernusie,Civil Engr. ðŸ‘·ðŸ—ï¸ðŸ—¼ðŸ›£ï¸ || Abusite|| Footballâš½,Nowhere,747,707,464,44,"#Parking fines in #Asuncion, #Paraguay... how does $140 sound? Better watch where you park unless you want the boot and a huge fine! https://t.co/XaMb3TlXfE",#Parking #Asuncion #Paraguay,1.07E+18
632,4/26/2021 0:19,jayeshmthakur,"Husband, Father, Student, Security n00b. Interested in Cyber Security Research, Pen testing, RED Teaming, & Threat Hunting, Thoughts and Tweets are my own.",::1,748,2592,167326,11,This startup uses Deep Learning to detect available parking spaces! #AI #ML #startups #DeepLearning #ML #startup #ArtificialIntelligence #smartcities #scifi #VIKEZ #city #parkinglot #parking #cars #innovation #video #tech #technews https://t.co/fvFaStNLJL,#AI #ML #startups #DeepLearning #ML #startup,190097582
